5195352377200125|04|2028|303
5195352377200125|04|2028|350
5195352377200125|04|2028|948
5195352377200125|04|2028|959
5195352377200158|04|2028|529
5195352377200158|04|2028|741
5195352377200182|04|2028|651
5195352377200216|04|2028|408
5195352377200232|04|2028|750
5195352377200257|04|2028|714
5195352377200257|04|2028|989
5195352377200273|04|2028|507
5195352377200273|04|2028|833
5195352377200281|04|2028|631
5195352377200331|04|2028|868
5195352377200349|04|2028|964
5195352377200356|04|2028|178
5195352377200364|04|2028|555
5195352377200398|04|2028|249
5195352377200398|04|2028|810
5195352377200422|04|2028|375
5195352377200471|04|2028|563
5195352377200489|04|2028|778
5195352377200497|04|2028|712
5195352377200497|04|2028|882
5195352377200539|04|2028|210
5195352377200539|04|2028|504
5195352377200539|04|2028|636
5195352377200554|04|2028|883
5195352377200554|04|2028|942
5195352377200596|04|2028|159
5195352377200596|04|2028|779
5195352377200596|04|2028|788
5195352377200596|04|2028|857
5195352377200612|04|2028|676
5195352377200612|04|2028|914
5195352377200653|04|2028|589
5195352377200679|04|2028|654
5195352377200695|04|2028|460
5195352377200711|04|2028|706
5195352377200711|04|2028|763
5195352377200786|04|2028|841
5195352377200794|04|2028|771
5195352377200869|04|2028|201
5195352377200877|04|2028|846
5195352377200885|04|2028|650
5195352377200893|04|2028|187
5195352377200893|04|2028|774
5195352377200927|04|2028|502
5195352377200943|04|2028|959
5195352377200976|04|2028|725
5195352377200984|04|2028|431
5195352377200984|04|2028|846
5195352377200992|04|2028|634
5195352377201016|04|2028|725
5195352377201032|04|2028|521
5195352377201032|04|2028|790
5195352377201032|04|2028|813
5195352377201032|04|2028|950
5195352377201073|04|2028|471
5195352377201172|04|2028|144
5195352377201172|04|2028|207
5195352377201172|04|2028|641
5195352377201214|04|2028|146
5195352377201214|04|2028|175
5195352377201214|04|2028|285
5195352377201230|04|2028|579
5195352377201230|04|2028|601
5195352377201230|04|2028|914
5195352377201248|04|2028|389
5195352377201248|04|2028|888
5195352377201271|04|2028|721
5195352377201289|04|2028|535
5195352377201289|04|2028|757
5195352377201297|04|2028|345
5195352377201297|04|2028|794
5195352377201305|04|2028|440
5195352377201321|04|2028|675
5195352377201339|04|2028|472
5195352377201339|04|2028|794
5195352377201347|04|2028|145
5195352377201347|04|2028|371
5195352377201347|04|2028|517
5195352377201347|04|2028|655
5195352377201354|04|2028|119
5195352377201438|04|2028|642
5195352377201438|04|2028|693
5195352377201453|04|2028|202
5195352377201461|04|2028|383
5195352377201479|04|2028|110
5195352377201479|04|2028|308
5195352377201479|04|2028|774
5195352377201487|04|2028|882
5195352377201495|04|2028|532
5195352377201529|04|2028|575
5195352377201537|04|2028|139
5195352377201537|04|2028|531
5195352377201586|04|2028|706
5195352377201586|04|2028|780
5195352377201586|04|2028|846
5195352377201586|04|2028|897
5195352377201586|04|2028|902
5195352377201594|04|2028|864
5195352377201594|04|2028|939
5195352377201610|04|2028|973
5195352377201628|04|2028|468
5195352377201628|04|2028|860
5195352377201636|04|2028|449
5195352377201644|04|2028|809
5195352377201651|04|2028|299
5195352377201651|04|2028|468
5195352377201669|04|2028|988
5195352377201685|04|2028|543
5195352377201693|04|2028|161
5195352377201727|04|2028|412
5195352377201727|04|2028|719
5195352377201735|04|2028|268
5195352377201735|04|2028|495
5195352377201743|04|2028|262
5195352377201743|04|2028|361
5195352377201750|04|2028|787
5195352377201750|04|2028|902
5195352377201768|04|2028|384
5195352377201768|04|2028|523
5195352377201768|04|2028|560
5195352377201768|04|2028|994
5195352377201784|04|2028|134
5195352377201792|04|2028|200
5195352377201792|04|2028|279
5195352377201792|04|2028|323
5195352377201792|04|2028|800
5195352377201818|04|2028|324
5195352377201818|04|2028|417
5195352377201826|04|2028|417
5195352377201826|04|2028|831
5195352377201834|04|2028|304
5195352377201834|04|2028|340
5195352377201834|04|2028|808
